object,mode_id,series_id,run_id,rows_total,rows_ok,rows_excluded,t0_ms,deadline_threshold_ms,load_level,load_passes,Tper_min_ms,Tper_max_ms,Tper_mean_ms,Tper_median_ms,Tper_q95_ms,Tper_q99_ms,Tper_q999_ms,Jper_min_ms,Jper_max_ms,Jper_mean_ms,deadline_miss_count,Rmiss,Lburst,quality_flags,notes,source_file
HW_PLC,S7_L2_MEDIUM_25_35,SER_20260502_S7_L2_MEDIUM_25_35_S01,RUN_20260502_S7_L2_MEDIUM_25_35_S01_R01,1000,1000,0,25,35,2,128,17.418,25.063,19.415477,18.059,24.122,24.772,25.041,-7.582001,0.06299973,-5.584523022,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L2_MEDIUM_25_35\RUN_20260502_S7_L2_MEDIUM_25_35_S01_R01.csv
HW_PLC,S7_L2_MEDIUM_25_35,SER_20260502_S7_L2_MEDIUM_25_35_S01,RUN_20260502_S7_L2_MEDIUM_25_35_S01_R02,1000,1000,0,25,35,2,128,17.407,25.738,19.385629,18.031,23.957,24.698,24.932,-7.593,0.7380009,-5.614371003,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L2_MEDIUM_25_35\RUN_20260502_S7_L2_MEDIUM_25_35_S01_R02.csv
HW_PLC,S7_L2_MEDIUM_25_35,SER_20260502_S7_L2_MEDIUM_25_35_S01,RUN_20260502_S7_L2_MEDIUM_25_35_S01_R03,1000,1000,0,25,35,2,128,17.41,25.563,19.383159,18.1785,23.93,24.819,25.464,-7.59,0.5629997,-5.616841001,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L2_MEDIUM_25_35\RUN_20260502_S7_L2_MEDIUM_25_35_S01_R03.csv
HW_PLC,S7_L2_MEDIUM_25_35,SER_20260502_S7_L2_MEDIUM_25_35_S01,RUN_20260502_S7_L2_MEDIUM_25_35_S01_R04,1000,1000,0,25,35,2,128,17.403,25.926,19.38662,18.0225,24.142,24.778,25.113,-7.597,0.9260006,-5.613379984,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L2_MEDIUM_25_35\RUN_20260502_S7_L2_MEDIUM_25_35_S01_R04.csv
HW_PLC,S7_L2_MEDIUM_25_35,SER_20260502_S7_L2_MEDIUM_25_35_S01,RUN_20260502_S7_L2_MEDIUM_25_35_S01_R05,1000,1000,0,25,35,2,128,17.4,24.941,19.366271,18.223,23.979,24.744,24.928,-7.6,-0.05900002,-5.633728998,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L2_MEDIUM_25_35\RUN_20260502_S7_L2_MEDIUM_25_35_S01_R05.csv
HW_PLC,S7_L3_HIGH_75_100,SER_20260502_S7_L3_HIGH_75_100_S01,RUN_20260502_S7_L3_HIGH_75_100_S01_R01,1000,1000,0,75,100,3,512,68.061,94.638,73.223008,73.0925,79.01,82.882,84.253,-6.939003,19.638,-1.776992187,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_HIGH_75_100\RUN_20260502_S7_L3_HIGH_75_100_S01_R01.csv
HW_PLC,S7_L3_HIGH_75_100,SER_20260502_S7_L3_HIGH_75_100_S01,RUN_20260502_S7_L3_HIGH_75_100_S01_R02,1000,1000,0,75,100,3,512,68.418,87.641,73.292933,73.2505,77.847,83.535,86.721,-6.582001,12.641,-1.707067013,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_HIGH_75_100\RUN_20260502_S7_L3_HIGH_75_100_S01_R02.csv
HW_PLC,S7_L3_HIGH_75_100,SER_20260502_S7_L3_HIGH_75_100_S01,RUN_20260502_S7_L3_HIGH_75_100_S01_R03,1000,1000,0,75,100,3,512,68.129,93.728,73.279313,73.1085,78.195,83.569,84.095,-6.871002,18.728,-1.720687036,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_HIGH_75_100\RUN_20260502_S7_L3_HIGH_75_100_S01_R03.csv
HW_PLC,S7_L3_HIGH_75_100,SER_20260502_S7_L3_HIGH_75_100_S01,RUN_20260502_S7_L3_HIGH_75_100_S01_R04,1000,1000,0,75,100,3,512,68.445,94.652,73.296098,73.197,77.703,82.713,84.371,-6.555,19.652,-1.703901879,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_HIGH_75_100\RUN_20260502_S7_L3_HIGH_75_100_S01_R04.csv
HW_PLC,S7_L3_HIGH_75_100,SER_20260502_S7_L3_HIGH_75_100_S01,RUN_20260502_S7_L3_HIGH_75_100_S01_R05,1000,1000,0,75,100,3,512,68.464,94.449,73.243633,73.1555,77.688,82.003,84.107,-6.536003,19.449,-1.756367007,0,0,0,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_HIGH_75_100\RUN_20260502_S7_L3_HIGH_75_100_S01_R05.csv
HW_PLC,S7_L3_STRESS_75_80,SER_20260502_S7_L3_STRESS_75_80_S01,RUN_20260502_S7_L3_STRESS_75_80_S01_R01,1000,1000,0,75,80,3,512,68.394,85.393,73.204089,73.147,78.226,83.567,84.056,-6.606003,10.393,-1.795911014,27,0.027,1,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_STRESS_75_80\RUN_20260502_S7_L3_STRESS_75_80_S01_R01.csv
HW_PLC,S7_L3_STRESS_75_80,SER_20260502_S7_L3_STRESS_75_80_S01,RUN_20260502_S7_L3_STRESS_75_80_S01_R02,1000,1000,0,75,80,3,512,68.412,88.136,73.218118,73.1045,77.919,83.669,86.164,-6.587997,13.136,-1.781882025,31,0.031,1,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_STRESS_75_80\RUN_20260502_S7_L3_STRESS_75_80_S01_R02.csv
HW_PLC,S7_L3_STRESS_75_80,SER_20260502_S7_L3_STRESS_75_80_S01,RUN_20260502_S7_L3_STRESS_75_80_S01_R03,1000,1000,0,75,80,3,512,68.41,86.072,73.161231,73.197,77.785,82.299,84.45,-6.589996,11.072,-1.83876887,27,0.027,1,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_STRESS_75_80\RUN_20260502_S7_L3_STRESS_75_80_S01_R03.csv
HW_PLC,S7_L3_STRESS_75_80,SER_20260502_S7_L3_STRESS_75_80_S01,RUN_20260502_S7_L3_STRESS_75_80_S01_R04,1000,1000,0,75,80,3,512,68.086,88.347,73.130954,73.061,77.934,83.124,86.208,-6.914001,13.347,-1.869046012,28,0.028,1,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_STRESS_75_80\RUN_20260502_S7_L3_STRESS_75_80_S01_R04.csv
HW_PLC,S7_L3_STRESS_75_80,SER_20260502_S7_L3_STRESS_75_80_S01,RUN_20260502_S7_L3_STRESS_75_80_S01_R05,1000,1000,0,75,80,3,512,68.051,84.256,73.23682,73.099,78.141,82.451,83.885,-6.948997,9.255997,-1.763179897,31,0.031,1,ok:1000,,raw_logs\hw_plc_s7_1200\S7_L3_STRESS_75_80\RUN_20260502_S7_L3_STRESS_75_80_S01_R05.csv
